page,timestamp,level,logger,message,raw
1,"2026-03-18 09:20:06,145",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:20:06,145 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
1,,,,,entry=530.55 | target=533.55 | ltp=525.30
1,"2026-03-18 09:20:07,251",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:20:07,251 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
1,,,,,entry=530.55 | target=533.55 | ltp=525.50
1,"2026-03-18 09:20:08,356",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:20:08,356 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
1,,,,,entry=530.55 | target=533.55 | ltp=530.55
2,"2026-03-18 09:20:09,478",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:20:09,478 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=530.55 | target=533.55 | ltp=542.10
2,"2026-03-18 09:20:09,479",INFO,sensex_noise.services.engine,TARGET_HIT | exit=533.55 | gross=3240.00 |,"2026-03-18 09:20:09,479 | INFO | sensex_noise.services.engine | TARGET_HIT | exit=533.55 | gross=3240.00 |"
2,,,,,charges=0.00 | net=3240.00 | realized=3240.00
2,"2026-03-18 09:25:02,376",INFO,sensex_noise.services.sizing,Sizing debug | available_funds=580000.00 |,"2026-03-18 09:25:02,376 | INFO | sensex_noise.services.sizing | Sizing debug | available_funds=580000.00 |"
2,,,,,capital_budget=580000.00 | usable_capital=580000.00
2,"2026-03-18 09:25:02,376",INFO,sensex_noise.services.sizing,Sizing debug | option_ltp=543.80 | lot_size=20,"2026-03-18 09:25:02,376 | INFO | sensex_noise.services.sizing | Sizing debug | option_ltp=543.80 | lot_size=20"
2,"2026-03-18 09:25:02,376",INFO,sensex_noise.services.sizing,Sizing debug | cost_per_lot=10876.00 | lots=53 |,"2026-03-18 09:25:02,376 | INFO | sensex_noise.services.sizing | Sizing debug | cost_per_lot=10876.00 | lots=53 |"
2,,,,,quantity=1060
2,"2026-03-18 09:25:02,423",INFO,sensex_noise.broker.kite_paper,PAPER ENTRY MARKET |,"2026-03-18 09:25:02,423 | INFO | sensex_noise.broker.kite_paper | PAPER ENTRY MARKET |"
2,,,,,BFO:SENSEX2631976600PE | product=NRML | qty=1060 | price=543.80 | order_id=PAPER-ENTRY-3
2,"2026-03-18 09:25:02,424",INFO,sensex_noise.broker.kite_paper,PAPER EXIT LIMIT | BFO:SENSEX2631976600PE |,"2026-03-18 09:25:02,424 | INFO | sensex_noise.broker.kite_paper | PAPER EXIT LIMIT | BFO:SENSEX2631976600PE |"
2,,,,,product=NRML | qty=1060 | price=546.80 | order_id=PAPER-EXIT-4
2,"2026-03-18 09:25:02,425",INFO,sensex_noise.services.engine,TARGET LIMIT PLACED | BFO:SENSEX2631976600PE,"2026-03-18 09:25:02,425 | INFO | sensex_noise.services.engine | TARGET LIMIT PLACED | BFO:SENSEX2631976600PE"
2,,,,,@ 546.80
2,"2026-03-18 09:25:03,530",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976600PE |,"2026-03-18 09:25:03,530 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976600PE |"
2,,,,,entry=543.80 | target=546.80 | ltp=540.25
2,"2026-03-18 09:25:04,638",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976600PE |,"2026-03-18 09:25:04,638 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976600PE |"
2,,,,,entry=543.80 | target=546.80 | ltp=550.15
2,"2026-03-18 09:25:04,639",INFO,sensex_noise.services.engine,TARGET_HIT | exit=546.80 | gross=3180.00 |,"2026-03-18 09:25:04,639 | INFO | sensex_noise.services.engine | TARGET_HIT | exit=546.80 | gross=3180.00 |"
2,,,,,charges=0.00 | net=3180.00 | realized=6420.00
2,"2026-03-18 09:30:05,647",INFO,sensex_noise.services.sizing,Sizing debug | available_funds=580000.00 |,"2026-03-18 09:30:05,647 | INFO | sensex_noise.services.sizing | Sizing debug | available_funds=580000.00 |"
2,,,,,capital_budget=580000.00 | usable_capital=580000.00
2,"2026-03-18 09:30:05,647",INFO,sensex_noise.services.sizing,Sizing debug | option_ltp=496.00 | lot_size=20,"2026-03-18 09:30:05,647 | INFO | sensex_noise.services.sizing | Sizing debug | option_ltp=496.00 | lot_size=20"
2,"2026-03-18 09:30:05,647",INFO,sensex_noise.services.sizing,Sizing debug | cost_per_lot=9920.00 | lots=58 |,"2026-03-18 09:30:05,647 | INFO | sensex_noise.services.sizing | Sizing debug | cost_per_lot=9920.00 | lots=58 |"
2,,,,,quantity=1160
2,"2026-03-18 09:30:05,691",INFO,sensex_noise.broker.kite_paper,PAPER ENTRY MARKET |,"2026-03-18 09:30:05,691 | INFO | sensex_noise.broker.kite_paper | PAPER ENTRY MARKET |"
2,,,,,BFO:SENSEX2631976300CE | product=NRML | qty=1160 | price=496.00 | order_id=PAPER-ENTRY-5
2,"2026-03-18 09:30:05,691",INFO,sensex_noise.broker.kite_paper,PAPER EXIT LIMIT | BFO:SENSEX2631976300CE |,"2026-03-18 09:30:05,691 | INFO | sensex_noise.broker.kite_paper | PAPER EXIT LIMIT | BFO:SENSEX2631976300CE |"
2,,,,,product=NRML | qty=1160 | price=499.00 | order_id=PAPER-EXIT-6
2,"2026-03-18 09:30:05,692",INFO,sensex_noise.services.engine,TARGET LIMIT PLACED | BFO:SENSEX2631976300CE,"2026-03-18 09:30:05,692 | INFO | sensex_noise.services.engine | TARGET LIMIT PLACED | BFO:SENSEX2631976300CE"
2,,,,,@ 499.00
2,"2026-03-18 09:30:06,802",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:30:06,802 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=496.00 | target=499.00 | ltp=495.70
2,"2026-03-18 09:30:07,914",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:30:07,914 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=496.00 | target=499.00 | ltp=496.00
2,"2026-03-18 09:30:09,028",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:30:09,028 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=496.00 | target=499.00 | ltp=499.20
2,"2026-03-18 09:30:09,028",INFO,sensex_noise.services.engine,TARGET_HIT | exit=499.00 | gross=3480.00 |,"2026-03-18 09:30:09,028 | INFO | sensex_noise.services.engine | TARGET_HIT | exit=499.00 | gross=3480.00 |"
2,,,,,charges=0.00 | net=3480.00 | realized=9900.00
2,"2026-03-18 09:35:01,758",INFO,sensex_noise.services.sizing,Sizing debug | available_funds=580000.00 |,"2026-03-18 09:35:01,758 | INFO | sensex_noise.services.sizing | Sizing debug | available_funds=580000.00 |"
2,,,,,capital_budget=580000.00 | usable_capital=580000.00
2,"2026-03-18 09:35:01,759",INFO,sensex_noise.services.sizing,Sizing debug | option_ltp=503.90 | lot_size=20,"2026-03-18 09:35:01,759 | INFO | sensex_noise.services.sizing | Sizing debug | option_ltp=503.90 | lot_size=20"
2,"2026-03-18 09:35:01,760",INFO,sensex_noise.services.sizing,Sizing debug | cost_per_lot=10078.00 | lots=57 |,"2026-03-18 09:35:01,760 | INFO | sensex_noise.services.sizing | Sizing debug | cost_per_lot=10078.00 | lots=57 |"
2,,,,,quantity=1140
2,"2026-03-18 09:35:01,813",INFO,sensex_noise.broker.kite_paper,PAPER ENTRY MARKET |,"2026-03-18 09:35:01,813 | INFO | sensex_noise.broker.kite_paper | PAPER ENTRY MARKET |"
2,,,,,BFO:SENSEX2631976300CE | product=NRML | qty=1140 | price=503.90 | order_id=PAPER-ENTRY-7
2,"2026-03-18 09:35:01,813",INFO,sensex_noise.broker.kite_paper,PAPER EXIT LIMIT | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:01,813 | INFO | sensex_noise.broker.kite_paper | PAPER EXIT LIMIT | BFO:SENSEX2631976300CE |"
2,,,,,product=NRML | qty=1140 | price=506.90 | order_id=PAPER-EXIT-8
2,"2026-03-18 09:35:01,814",INFO,sensex_noise.services.engine,TARGET LIMIT PLACED | BFO:SENSEX2631976300CE,"2026-03-18 09:35:01,814 | INFO | sensex_noise.services.engine | TARGET LIMIT PLACED | BFO:SENSEX2631976300CE"
2,,,,,@ 506.90
2,"2026-03-18 09:35:02,920",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:02,920 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=503.90 | target=506.90 | ltp=500.55
2,"2026-03-18 09:35:04,026",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:04,026 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=503.90 | target=506.90 | ltp=496.30
2,"2026-03-18 09:35:05,274",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:05,274 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
2,,,,,entry=503.90 | target=506.90 | ltp=493.10
3,"2026-03-18 09:35:06,384",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:06,384 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=494.55
3,"2026-03-18 09:35:07,501",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:07,501 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=495.70
3,"2026-03-18 09:35:08,601",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:08,601 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=496.45
3,"2026-03-18 09:35:09,710",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:09,710 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=498.45
3,"2026-03-18 09:35:10,818",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:10,818 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=499.20
3,"2026-03-18 09:35:11,929",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:11,929 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=500.00
3,"2026-03-18 09:35:13,032",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:13,032 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=499.60
3,"2026-03-18 09:35:14,145",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:14,145 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=499.70
3,"2026-03-18 09:35:15,252",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:15,252 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=501.80
3,"2026-03-18 09:35:16,363",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:16,363 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=501.25
3,"2026-03-18 09:35:17,472",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:17,472 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=500.90
3,"2026-03-18 09:35:18,571",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:18,571 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=498.35
3,"2026-03-18 09:35:19,670",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:19,670 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=498.00
3,"2026-03-18 09:35:20,779",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:20,779 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=497.55
3,"2026-03-18 09:35:21,879",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:21,879 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=496.80
3,"2026-03-18 09:35:22,985",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:22,985 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=493.05
3,"2026-03-18 09:35:24,090",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:24,090 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=491.95
3,"2026-03-18 09:35:25,195",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:25,195 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=493.65
3,"2026-03-18 09:35:26,300",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:26,300 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=495.65
3,"2026-03-18 09:35:27,402",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:27,402 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=497.35
3,"2026-03-18 09:35:28,499",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:28,499 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=497.80
3,"2026-03-18 09:35:29,612",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:29,612 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=496.00
3,"2026-03-18 09:35:30,718",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:30,718 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=496.95
3,"2026-03-18 09:35:31,827",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:31,827 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=501.00
3,"2026-03-18 09:35:32,940",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:32,940 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=501.00
3,"2026-03-18 09:35:34,054",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:34,054 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=503.50
3,"2026-03-18 09:35:35,166",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:35,166 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=504.00
3,"2026-03-18 09:35:36,281",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:36,281 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
3,,,,,entry=503.90 | target=506.90 | ltp=504.35
4,"2026-03-18 09:35:37,388",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:37,388 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=504.35
4,"2026-03-18 09:35:38,501",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:38,501 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=504.00
4,"2026-03-18 09:35:39,612",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:39,612 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=504.30
4,"2026-03-18 09:35:40,711",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:40,711 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=503.15
4,"2026-03-18 09:35:41,825",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:41,825 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=503.00
4,"2026-03-18 09:35:42,937",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:42,937 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=503.40
4,"2026-03-18 09:35:44,046",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:44,046 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=501.00
4,"2026-03-18 09:35:45,151",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:45,151 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=501.00
4,"2026-03-18 09:35:46,254",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:46,254 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=495.95
4,"2026-03-18 09:35:47,365",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:47,365 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=498.40
4,"2026-03-18 09:35:48,473",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:48,473 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=498.55
4,"2026-03-18 09:35:49,583",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:49,583 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=496.85
4,"2026-03-18 09:35:50,694",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:50,694 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=499.00
4,"2026-03-18 09:35:51,802",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:51,802 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=500.00
4,"2026-03-18 09:35:52,916",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:52,916 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=503.35
4,"2026-03-18 09:35:54,032",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631976300CE |,"2026-03-18 09:35:54,032 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631976300CE |"
4,,,,,entry=503.90 | target=506.90 | ltp=502.70
